label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
3	1040 m/(s^2)	0.4112 N	running	Computer Engineering, Natural Language Processing, Applied Mathematics	894	449	204	664 m^2	0.6959 m/s	0.7891	0.9268	903	0.1543	919	dog
1	480 m/(s^2)	0.2289 N	badminton	Bioinformatics	64	286	41	953 m^2	0.6239 m/s	0.6196	0.588	617	0.6814	153	bird
3	948 m/(s^2)	0.4222 N	running	Computer Engineering	1040	236	197	604 m^2	0.8084 m/s	1.1126	0.8597	699	0.3689	947	chicken
5	160 m/(s^2)	0.5869 N	football	Computational Media, Computer Science	328	314	500	638 m^2	0.8252 m/s	0.4427	-0.0911	1077	0.3501	244	pig
2	581 m/(s^2)	0.1976 N	soccer	Biotechnology	547	600	1033	90 m^2	0.0855 m/s	0.2848	0.4512	551	0.117	988	cat
4	903 m/(s^2)	0.8992 N	football	Technology and Information Management	981	575	719	483 m^2	0.4047 m/s	0.4009	0.3862	-22	0.964	569	hamster
4	558 m/(s^2)	0.9843 N	ice hockey	Technology and Information Management	917	597	535	418 m^2	0.5853 m/s	0.1145	0.2794	235	0.5304	640	chicken
2	777 m/(s^2)	0.1793 N	soccer	Games and Playable Media	738	593	886	384 m^2	0.0031 m/s	0.2166	0.3904	325	-0.02	869	reptile
3	982 m/(s^2)	0.4071 N	basketball	Applied Mathematics	849	370	-220	747 m^2	0.7017 m/s	0.8496	0.929	698	0.2646	869	chicken
2	732 m/(s^2)	0.1407 N	soccer	Human Computer Interaction	621	546	1119	226 m^2	0.0338 m/s	0.2264	0.5022	653	0.0705	907	reptile
3	1037 m/(s^2)	0.3504 N	track & field	Computer Engineering, Natural Language Processing	689	565	-16	572 m^2	0.7442 m/s	0.9483	0.8306	846	0.3015	895	dog
0	376 m/(s^2)	0.7703 N	boxing	Statistics	462	NULL	952	-86 m^2	0.8339 m/s	0.6647	0.7821	335	0.0502	88	pig
4	714 m/(s^2)	0.8405 N	ice hockey	Technology and Information Management	977	683	620	485 m^2	0.3871 m/s	0.2744	0.269	57	1.0898	467	hamster
0	268 m/(s^2)	0.6186 N	boxing	Bioinformatics	201	1041	1049	153 m^2	1.0407 m/s	0.5319	0.7443	61	0.396	158	rabbit
2	729 m/(s^2)	-0.0132 N	running	Biotechnology, Human Computer Interaction	508	611	912	170 m^2	0.2152 m/s	0.5014	0.6508	460	0.1502	788	reptile
6	115 m/(s^2)	0.6045 N	golf	Computer Science	600	414	491	737 m^2	0.4894 m/s	0.123	0.4516	381	0.8053	743	guinea pig
3	1216 m/(s^2)	0.2729 N	running	Electrical Engineering	975	509	109	697 m^2	0.8069 m/s	0.9313	0.9379	836	NULL	942	dog
2	787 m/(s^2)	-0.1601 N	soccer	Human Computer Interaction	439	668	613	254 m^2	0.1216 m/s	0.2812	0.5565	469	0.0638	888	reptile
3	812 m/(s^2)	0.4383 N	track & field	Electrical Engineering, Computer Engineering, Applied Mathematics	981	606	201	735 m^2	0.6025 m/s	0.881	0.6761	1027	0.1893	891	chicken
4	808 m/(s^2)	1.0902 N	Ice Hockey	Technology and Information Management	864	684	802	328 m^2	0.6026 m/s	0.3651	0.0419	150	0.9444	605	hamster
3	769 m/(s^2)	0.1944 N	basketball	Computational Media, Robotics Engineering	797	381	450	540 m^2	0.6811 m/s	0.7921	0.8929	634	0.3318	894	dog
1	386 m/(s^2)	0.6473 N	track & field	Bioinformatics	-36	150	367	1085 m^2	0.1615 m/s	0.6649	0.7647	560	0.4065	231	rat
5	-46 m/(s^2)	0.3828 N	football	?	181	52	196	670 m^2	0.7089 m/s	0.3955	0.0709	938	0.427	409	pig
3	968 m/(s^2)	0.2337 N	tennis	Computer Engineering, Electrical Engineering, Applied Mathematics	840	569	249	N/A	0.6818 m/s	0.9206	1.1081	977	0.5992	832	CHICKEN
6	102 m/(s^2)	0.77 N	golf	Data Science	763	519	407	925 m^2	0.2559 m/s	0.0189	0.3581	369	0.9841	719	guinea pig
3	842 m/(s^2)	0.1552 N	tennis	Electrical Engineering	635	408	-137	624 m^2	0.4943 m/s	0.8752	0.8351	982	0.5435	1048	dog
0	304 m/(s^2)	0.7966 N	boxing	Technology and Information Management	434	1012	670	-15 m^2	0.812 m/s	0.8402	0.7541	292	0.2934	131	rabbit
3	1095 m/(s^2)	0.2607 N	motor sports	Applied Mathematics, Natural Language Processing	876	293	87	480 m^2	0.6081 m/s	0.7603	0.8899	651	0.3336	1034	hamster
1	477 m/(s^2)	0.1368 N	badminton	Computer Game Design	24	112	453	1123 m^2	0.2974 m/s	0.6456	0.7008	640	0.6539	199	bird
0	321 m/(s^2)	0.8214 N	boxing	Data Science	471	894	710	-39 m^2	0.9199 m/s	0.8897	0.8777	183	0.346	92	rabbit
5	40 m/(s^2)	0.6392 N	FOOTBALL	Computational Media, Computer Science	285	168	623	574 m^2	0.9051 m/s	0.1872	0.0362	980	0.3769	222	hamster
3	1194 m/(s^2)	0.5549 N	track & field	Natural Language Processing, Applied Mathematics	902	501	75	541 m^2	0.4834 m/s	0.8687	0.9808	972	0.3796	737	chicken
3	677 m/(s^2)	0.4338 N	boxing	Applied Mathematics, Natural Language Processing	867	472	-58	515 m^2	0.7187 m/s	0.8928	0.8808	768	0.2558	942	chicken
2	763 m/(s^2)	0.2376 N	ice hockey	Bioengineering	568	556	934	377 m^2	0.132 m/s	0.3996	0.5688	390	-0.1496	?	reptile
0	475 m/(s^2)	0.9139 N	boxing	Technology and Information Management	347	992	776	29 m^2	0.8798 m/s	0.9056	0.7606	229	0.2477	89	rabbit
4	809 m/(s^2)	0.7122 N	Ice Hockey	Technology and Information Management	926	785	574	340 m^2	0.411 m/s	0.4793	0.1191	-30	0.4933	660	hamster
3	927 m/(s^2)	0.2244 N	track & field	Applied Mathematics, Electrical Engineering	908	193	25	537 m^2	0.7179 m/s	0.9223	1.0796	783	0.1546	900	dog
2	633 m/(s^2)	0.0787 N	soccer	Games and Playable Media, Biotechnology	551	599	1112	284 m^2	0.1969 m/s	0.2739	0.4526	441	0.1416	757	reptile
0	293 m/(s^2)	0.6949 N	boxing	Bioinformatics	206	807	NULL	-179 m^2	0.7794 m/s	0.8928	0.9812	328	0.2363	8	rabbit
1	290 m/(s^2)	0.0099 N	badminton	Computer Game Design	154	138	215	838 m^2	0.4378 m/s	0.5789	0.5671	525	0.8554	388	rat
4	733 m/(s^2)	0.8605 N	ice hockey	Technology and Information Management	661	787	771	363 m^2	0.5429 m/s	0.2791	0.1481	-19	0.8218	369	hamster
1	335 m/(s^2)	0.1428 N	badminton	Computer Game Design	217	92	455	1061 m^2	0.1629 m/s	0.541	0.7062	743	0.6966	337	bird
0	181 m/(s^2)	0.8739 N	motor sports	Statistics	391	1087	743	110 m^2	0.9321 m/s	0.5305	0.7969	45	0.2078	-37	rabbit
4	865 m/(s^2)	1.022 N	ice hockey	Technology And Information Management	847	884	680	521 m^2	0.3457 m/s	0.2303	0.1316	125	0.7581	678	hamster
1	326 m/(s^2)	0.154 N	badminton	Data Science	237	300	254	1002 m^2	0.4776 m/s	0.7273	0.6375	396	0.6274	340	fish
4	721 m/(s^2)	0.9424 N	ice hockey	Technology and Information Management	1115	785	524	294 m^2	0.6054 m/s	0.1224	0.0979	-24	0.6503	711	hamster
1	315 m/(s^2)	0.2015 N	baseball	Computer Game Design	25	-12	110	1178 m^2	0.4387 m/s	0.8069	0.5039	548	0.5247	166	bird
2	766 m/(s^2)	0.1009 N	soccer	Human Computer Interaction	446	498	932	201 m^2	0.0631 m/s	0.2284	0.4273	523	0.0833	1050	cat
3	965 m/(s^2)	0.2131 N	track & field	Robotics Engineering, Computer Science	678	419	130	751 m^2	0.6222 m/s	0.799	1.0356	622	0.2978	664	CHICKEN
2	616 m/(s^2)	0.0884 N	soccer	Bioinformatics	633	699	988	195 m^2	0.185 m/s	0.227	0.5302	256	-0.07	957	reptile
0	314 m/(s^2)	0.8312 N	baseball	Statistics	362	973	872	-104 m^2	0.8056 m/s	0.6824	0.8246	98	0.2464	-33	chicken
1	535 m/(s^2)	0.247 N	baseball	Computer Game Design	80	-36	389	1088 m^2	0.2352 m/s	0.9252	0.4905	397	0.6988	475	fish
2	663 m/(s^2)	0.1577 N	soccer	Human Computer Interaction	683	530	1128	219 m^2	0.2122 m/s	0.3759	0.5101	667	-0.0913	737	reptile
1	533 m/(s^2)	0.3367 N	badminton	Data Science	129	21	337	1213 m^2	0.3771 m/s	0.7328	0.641	539	0.7709	147	fish
5	78 m/(s^2)	0.6065 N	running	Robotics Engineering	196	-127	-50	760 m^2	0.6706 m/s	0.5188	0.1056	1010	0.7372	304	ferret
4	696 m/(s^2)	0.8373 N	baseball	Technology and Information Management	860	1066	761	469 m^2	0.5376 m/s	0.3729	0.2752	297	0.772	427	hamster
2	636 m/(s^2)	0.0368 N	soccer	Games and Playable Media, Human Computer Interaction	596	730	815	227 m^2	0.2136 m/s	0.3269	0.6592	475	-0.113	755	cat
3	954 m/(s^2)	0.3234 N	basketball	Applied Mathematics, Computer Engineering, Electrical Engineering	1043	230	199	496 m^2	0.5792 m/s	0.9947	0.8847	584	0.1153	855	chicken
5	167 m/(s^2)	0.372 N	running	Computer Science	70	92	115	593 m^2	0.811 m/s	0.4707	0.0013	1039	0.3187	410	pig
1	286 m/(s^2)	0.1697 N	BADMINTON	Computer Game Design	-51	222	355	1093 m^2	0.3652 m/s	0.6987	0.5486	627	0.7447	469	fish
1	430 m/(s^2)	0.1418 N	badminton	Bioinformatics	96	312	378	1048 m^2	0.4995 m/s	0.7079	0.5595	690	0.7086	-91	rat
5	-204 m/(s^2)	0.3518 N	running	Computational Media	182	238	284	466 m^2	0.7137 m/s	0.5142	n/a	1062	0.8104	480	pig
3	953 m/(s^2)	0.3362 N	track & field	Applied Mathematics	859	369	122	670 m^2	0.5714 m/s	1.0276	0.9059	711	0.1202	915	chicken
1	431 m/(s^2)	0.2286 N	volleyball	Computer Game Design	26	356	113	926 m^2	0.4754 m/s	0.5511	0.7636	370	0.6565	337	bird
5	3 m/(s^2)	0.7621 N	BASKETBALL	Robotics Engineering	276	20	188	476 m^2	0.9464 m/s	0.4339	-0.1621	1030	0.6504	493	PIG
3	986 m/(s^2)	0.2613 N	motor sports	Data Science	870	293	299	541 m^2	0.5293 m/s	0.8825	0.6764	901	0.0775	993	DOG
4	624 m/(s^2)	0.8858 N	ice hockey	Technology and Information Management	1038	559	806	432 m^2	0.5434 m/s	0.2058	0.1138	207	0.4365	274	hamster
4	1005 m/(s^2)	0.8729 N	ice hockey	Technology and Information Management	864	586	886	306 m^2	0.4596 m/s	0.2317	0.1814	-211	0.7912	515	hamster
0	298 m/(s^2)	0.6049 N	boxing	Statistics	585	1001	765	15 m^2	0.8371 m/s	0.8759	0.8077	191	0.1627	207	rabbit
1	539 m/(s^2)	0.2447 N	badminton	Computer Game Design	-142	373	-50	1170 m^2	0.1356 m/s	0.6259	0.5981	691	0.8159	249	fish
2	738 m/(s^2)	0.1554 N	soccer	Human Computer Interaction	484	523	941	335 m^2	-0.0898 m/s	0.2759	0.4574	346	-0.0525	908	cat
2	503 m/(s^2)	0.0119 N	soccer	Human Computer Interaction, Biotechnology	None	503	1078	269 m^2	0.0857 m/s	0.3174	0.5808	334	0.0306	691	cat
3	950 m/(s^2)	0.278 N	track & field	Human Computer Interaction	864	583	47	674 m^2	0.6424 m/s	0.856	0.9602	697	0.1457	1049	chicken
5	-139 m/(s^2)	0.366 N	running	Computer Science, Robotics Engineering	207	92	317	684 m^2	0.8572 m/s	0.4401	0.1871	1147	0.3451	423	pig
3	839 m/(s^2)	0.3345 N	tennis	Natural Language Processing	834	491	264	649 m^2	0.6549 m/s	0.9024	0.9801	797	0.2523	1027	dog
0	410 m/(s^2)	0.6917 N	boxing	Statistics	406	1146	784	8 m^2	0.9128 m/s	0.7224	0.6806	292	0.2695	-200	rabbit
6	144 m/(s^2)	0.3237 N	golf	Data Science	981	571	330	777 m^2	0.1903 m/s	-0.0438	0.4218	450	1.1529	575	guinea pig
4	885 m/(s^2)	0.9095 N	ice hockey	Technology and Information Management	850	831	580	607 m^2	0.521 m/s	0.3393	0.0728	-85	0.6843	464	hamster
6	216 m/(s^2)	0.4441 N	golf	Data Science	614	311	542	698 m^2	0.1653 m/s	-0.0943	0.4224	496	1.0437	487	guinea pig
4	818 m/(s^2)	0.8658 N	ice hockey	Technology and Information Management	1124	766	789	253 m^2	0.7026 m/s	0.3451	0.1176	241	0.5291	669	hamster
6	157 m/(s^2)	0.5765 N	golf	Data Science	670	273	527	666 m^2	0.2593 m/s	-0.1008	0.4992	695	1.0263	766	guinea pig
3	1080 m/(s^2)	0.371 N	badminton	Natural Language Processing	875	319	252	778 m^2	0.6119 m/s	0.8323	0.9049	853	0.4429	839	dog
0	308 m/(s^2)	0.6362 N	boxing	Data Science	299	960		52 m^2	0.8147 m/s	0.6332	0.8952	170	0.4659	32	rabbit
0	357 m/(s^2)	0.5625 N	badminton	Data Science	259	987	916	-3 m^2	1.0295 m/s	0.7527		122	0.4367	0	rabbit
2	726 m/(s^2)	?	football	GAMES AND PLAYABLE MEDIA, HUMAN COMPUTER INTERACTION	NULL	606	1009	339 m^2	0.2394 m/s	0.3386	0.6292	410	0.0804	746	cat
2	666 m/(s^2)	-0.2804 N	running	Biotechnology	666	555	1189	598 m^2	0.0303 m/s	0.2045	0.5537	263	-0.0424	908	REPTILE
0	180 m/(s^2)	0.7408 N	boxing	Statistics	395	946	901	44 m^2	1.0588 m/s	0.9294	0.7594	124	0.2516	92	rabbit
6	266 m/(s^2)	0.6994 N	golf	Data Science	698	550	516	988 m^2	0.0713 m/s	-0.3458	0.4481	531	1.0495	577	Guinea Pig
3	933 m/(s^2)	0.0638 N	TENNIS	Biotechnology, Human Computer Interaction	818	451	199	509 m^2	None	0.9266	0.9577	837	n/a	795	dog
1	448 m/(s^2)	0.1369 N	Baseball	Bioinformatics	-80	80	284	740 m^2	0.3704 m/s	0.7576	0.4705	316	0.8101	472	rat
0	275 m/(s^2)	0.7763 N	boxing	Bioengineering	543	911	1029	-67 m^2	0.953 m/s	0.8199	0.9255	314	0.17	267	rabbit
1	494 m/(s^2)	-0.0033 N	volleyball	bIOINFORMATICS	146	413	152	619 m^2	0.1034 m/s	0.6592	0.6092	821	0.5234	271	rat
6	229 m/(s^2)	0.5841 N	golf	Games and Playable Media	527	598	352	970 m^2	0.1917 m/s	0.0042	0.1467	369	0.924	806	GUINEA PIG
3	973 m/(s^2)	0.1379 N	tennis	Natural Language Processing	662	606	72	498 m^2	0.6252 m/s	0.6144	0.9421	601	0.1673	535	chicken
0	249 m/(s^2)		track & field	Statistics	306	1224	888	117 m^2	0.9353 m/s	0.8924	0.9011	153	0.74	-39	rabbit
1	533 m/(s^2)	0.17 N	volleyball	Computer Game Design	176	311	367	984 m^2	0.2662 m/s	0.4843	0.9398	804	0.5759	128	fish
0	280 m/(s^2)	0.5462 N	boxing	Statistics	442	842	696	-346 m^2	1.0844 m/s	0.7284	0.7996	202	0.023	-44	rabbit
4	686 m/(s^2)	0.7899 N	boxing	Technology and Information Management	924	559	789	318 m^2	0.4908 m/s	0.4835	0.0495	113	0.7336	419	hamster
1	369 m/(s^2)	0.1739 N	badminton	Bioinformatics	159	21	243	916 m^2	0.2595 m/s	0.7514	0.7214	672	0.5924	19	rat
3	1101 m/(s^2)	0.2531 N	tennis	Electrical Engineering	955	N/A	225	664 m^2	0.8053 m/s	0.8276	0.9728	918	0.1499	908	chicken
5	-124 m/(s^2)	0.583 N	football	Computational Media	134	113	172	523 m^2	0.7417 m/s	0.4347	0.0261	1126	0.7333	427	N/A
0	403 m/(s^2)	0.828 N	boxing	Bioengineering	329	1051	1028	-149 m^2	0.8571 m/s	0.7944	0.8788	230	0.2663	-25	rabbit
6	179 m/(s^2)	0.567 N	track & field	Data Science	758	638	244	787 m^2	0.2769 m/s	0.2922	0.2804	528	0.7946	735	rabbit
3	819 m/(s^2)	0.2948 N	football	Applied Mathematics, Natural Language Processing	895	628	466	573 m^2	0.537 m/s	0.7941	0.8043	867	0.4354	893	chicken
2	635 m/(s^2)	0.1026 N	soccer	n/a	605	564	969	155 m^2	0.2388 m/s	0.1418	0.4776	498	-0.0877	811	cat
6	162 m/(s^2)	0.647 N	golf	Data Science	667	424	528	743 m^2	0.1699 m/s	-0.0525	0.1426	248	1.0002	497	guinea pig
4	825 m/(s^2)	0.8537 N	ice hockey	Technology and Information Management	982	764	362	216 m^2	0.62 m/s	0.4275	0.2273	227	0.9034	366	hamster
1	364 m/(s^2)	0.2843 N	badminton	Bioinformatics	143	416	381	929 m^2	0.227 m/s	0.6157	0.5811	541	0.7239	172	rat
1	449 m/(s^2)	0.2161 N	VOLLEYBALL	Bioinformatics	-81	33	513	875 m^2	0.2322 m/s	0.687	0.7352	631	0.6322	236	bird
1	363 m/(s^2)	0.0549 N	badminton	Computer Game Design	-226	283	308	942 m^2	0.2369 m/s	0.6089	0.583	591	n/a	177	bird
1	457 m/(s^2)	0.172 N	volleyball	Bioinformatics	150	-56	346	1072 m^2	0.1943 m/s	0.6758	0.9726	NULL	0.7339	261	fish
1	331 m/(s^2)	NULL	badminton	Bioinformatics	141	64	226	884 m^2	0.3877 m/s	0.6538	0.6862	719	0.6788	174	bird
1	569 m/(s^2)	0.2343 N	badminton	Computer Game Design	-170	29	230	1059 m^2	0.3811 m/s	0.5834	0.7311	425	0.8006	35	bird
1	459 m/(s^2)	0.311 N	baseball	Bioinformatics	-40	68	60	965 m^2	0.2352 m/s	0.5247	0.4926	571	0.5619	376	bird
1	420 m/(s^2)	0.3978 N	football	Computer Game Design	93	35	NULL	911 m^2	0.3711 m/s	0.4665	0.7312	495	0.7133	341	fish
2	707 m/(s^2)	0.134 N	ice hockey	Biotechnology	516	720	1145	256 m^2	-0.0168 m/s	0.4661	0.4491	512	0.2552	811	cat
4	NULL	0.9184 N	ice hockey	Technology and Information Management	850	611	520	529 m^2	0.4005 m/s	0.3755	0.218	238	0.5896	116	hamster
6	233 m/(s^2)	0.5288 N	golf	Data Science	452	360	218	1030 m^2	0.4203 m/s	0.1737	0.3176	233	0.9695	751	guinea pig
6	59 m/(s^2)	0.5891 N	running	Data Science	680	375	350	791 m^2	0.0458 m/s	-0.0462	0.3383	292	1.1112		guinea pig
4	757 m/(s^2)	1.0794 N	ice hockey	Electrical Engineering	730	674	706	280 m^2	0.3487 m/s	0.4187	0.2113	152	0.8506	490	hamster
3	877 m/(s^2)	0.3106 N	tennis	Technology and Information Management	1043	466	7	485 m^2	0.6588 m/s	0.9242	0.9819	816	0.1691	790	CHICKEN
6	100 m/(s^2)	0.5185 N	golf	Data Science	957	437	436	630 m^2	0.0207 m/s	-0.3019	0.3146	388	1.0194	744	guinea pig
6	301 m/(s^2)	0.6132 N	golf	Data Science	726	267	331	973 m^2	0.2093 m/s	-0.0169	0.334	472	0.9132	817	pig
6	155 m/(s^2)	0.581 N	badminton	Applied Mathematics	550	308	307	694 m^2	0.0837 m/s	-0.0845	0.2357	459	1.082	907	guinea pig
5	-210 m/(s^2)	0.5877 N	FOOTBALL	Computer Science	173	85	404	717 m^2	0.6742 m/s	0.527	0.0351	1019	0.6096	402	pig
1	552 m/(s^2)	0.1525 N	baseball	Data Science	-67	216	412	935 m^2	0.3236 m/s	0.7042	0.7316	697	0.6374	217	bird
3	903 m/(s^2)	0.4299 N	track & field	Computer Engineering, Electrical Engineering, Natural Language Processing	794	406	-30	616 m^2	0.5984 m/s	0.9079	0.9364	728	0.1864	1081	dog
2	666 m/(s^2)	-0.115 N	soccer	Human Computer Interaction, Games and Playable Media	358	644	999	154 m^2	0.2069 m/s	0.5727	0.3939	564	0.1038	955	Reptile
5	42 m/(s^2)	0.5302 N	football	Robotics Engineering	186	-93	36	476 m^2	0.5745 m/s	0.4911	-0.0079	958	0.3405	515	pig
4	620 m/(s^2)	0.8887 N	ice hockey	Technology and Information Management	957	800	?	351 m^2	0.4977 m/s	0.345	0.0708	329	?	379	hamster
0	190 m/(s^2)	0.7508 N	boxing	Statistics	377	917	852	14 m^2	0.8814 m/s	0.8572	0.9576	274	0.2956	56	rabbit
6	369 m/(s^2)	0.4711 N	golf	Data Science	899	519	380	749 m^2	0.1967 m/s	-0.0177	0.4006	601	0.8806	621	guinea pig
4	577 m/(s^2)	1.0471 N	ice hockey	Technology and Information Management	810	724	614	n/a	0.4145 m/s	0.272	0.1584	-58	0.78	446	hamster
0	226 m/(s^2)	0.793 N	boxing	Statistics	244	893	730	-47 m^2	0.921 m/s	0.7763	0.8748	330	0.1328	144	rabbit
4	674 m/(s^2)	0.7986 N	ice hockey	Technology and Information Management	860	1010	606	502 m^2	0.5624 m/s	0.2628	0.2026	277	0.9206	676	hamster
5	-129 m/(s^2)	0.5144 N	running	Computer Game Design	501	63	304	817 m^2	0.5812 m/s	0.3566	0.0673	957	0.4142	511	pig
6	342 m/(s^2)	0.4121 N	golf	Data Science	803	703	455	634 m^2	0.2513 m/s	0.1008	0.3926	319	1.1951	n/a	guinea pig
1	506 m/(s^2)	0.0606 N	baseball	Computer Game Design	43	249	251	798 m^2	0.2594 m/s	0.5364	0.7109	712	0.8775	n/a	fish
5	-106 m/(s^2)	0.5361 N	football	Computational Media	186	74	397	564 m^2	0.4952 m/s	0.4089	0.0968	704	0.4273	352	pig
1	359 m/(s^2)	0.2538 N	badminton	Bioinformatics	83	177	202	996 m^2	0.5557 m/s	0.5591	0.747	711	0.7631	487	bird
3	902 m/(s^2)	0.5164 N	volleyball	Applied Mathematics, Natural Language Processing	731	236	79	792 m^2	0.7957 m/s	1.0702	1.1412	845	0.1772	764	chicken
1	448 m/(s^2)	0.1181 N	football	Human Computer Interaction	51	-40	295	1302 m^2	0.2732 m/s	0.7936	0.6453	467	0.5722	160	hamster
5	-22 m/(s^2)	0.7243 N	running	Computer Science, Robotics Engineering	238	108	254	750 m^2	0.7157 m/s	0.4736	0.1188	933	0.5419	287	ferret
2	759 m/(s^2)	0.0221 N	soccer	Biotechnology, Human Computer Interaction	527	525	824	184 m^2	0.2519 m/s	0.2374	0.4656	838	-0.0282	979	cat
0	307 m/(s^2)	0.8011 N	boxing	Bioengineering	365	913	624	302 m^2	0.6281 m/s	0.8091	0.7413	225	0.305	239	rabbit
4	829 m/(s^2)	0.7262 N	track & field	Computer Engineering, Applied Mathematics	921	1081	527	267 m^2	0.6149 m/s	0.0692	0.3096	177	0.7706	212	hamster
5	-43 m/(s^2)	0.5612 N	running	Robotics Engineering, Computational Media	160	-153	270	383 m^2	0.8958 m/s	0.5024	0.0295	957	0.5496	482	ferret
2	n/a	-0.0364 N	soccer	Applied Mathematics	357	444	854	217 m^2	0.0313 m/s	0.1581	0.4327	707	0.054	1016	cat
2	881 m/(s^2)	0.0769 N	soccer	Biotechnology, Games and Playable Media	606	467	1013	393 m^2	0.1218 m/s	0.1375	0.5048	506	-0.1779	958	reptile
0	271 m/(s^2)	0.7373 N	boxing	Bioengineering	773	1039	857	-19 m^2	1.0351 m/s	0.5384	0.6491	211	0.4304	-83	Rabbit
5	13 m/(s^2)	0.5697 N	running	Robotics Engineering, Computer Science	413	263	466	440 m^2	0.8285 m/s	0.445	-0.194	1017	0.5158	570	ferret
5	-72 m/(s^2)	0.4799 N	football	Computational Media	94	67	550	744 m^2	0.7431 m/s	0.4233	-0.2118	846	0.417	341	pig
1	338 m/(s^2)	0.2702 N	volleyball	Bioinformatics	22	315	115	962 m^2	0.3631 m/s	0.7074	0.7279	587	0.626	330	rat
0	535 m/(s^2)	0.6422 N	boxing	Statistics	261	971	872	72 m^2	0.8043 m/s	0.7496	0.9403	188	0.1207	94	rabbit
3	839 m/(s^2)	0.3935 N	track & field	aPPLIED mATHEMATICS	751	296	-125	606 m^2	0.6944 m/s	0.9938	0.7898	1091	0.4235	903	chicken
4	679 m/(s^2)	0.9465 N	ice hockey	Robotics Engineering	887	420	640	400 m^2	0.513 m/s	0.5025	0.0203	N/A	0.9607	537	hamster
6	335 m/(s^2)	0.5299 N	basketball	Data Science	662	445	576	824 m^2	0.2473 m/s	-0.0193	0.2264	461	1.0594	690	guinea pig
6	227 m/(s^2)	0.4894 N	golf	Data Science	739	420	215	743 m^2	0.0373 m/s	0.0732	0.1534	520	0.9545	759	guinea pig
1	525 m/(s^2)	0.4658 N	volleyball	Computer Game Design	148	114	357	865 m^2	0.2823 m/s	0.6413	0.5294	569	0.427	403	fish
0	194 m/(s^2)	0.7154 N	boxing	Bioengineering	378	1100	676	97 m^2	n/a	0.966	0.6944	199	0.3427	-94	rabbit
4	639 m/(s^2)	0.9197 N	ice hockey	Technology and Information Management	1031	775	567	262 m^2	0.6005 m/s	0.3598	0.1524	31	0.4811	322	hamster
3	932 m/(s^2)	0.2605 N	volleyball	Computer Engineering, Electrical Engineering	887	297	207	751 m^2	0.8414 m/s	0.9422	0.8414	934	0.3286	748	dog
4	480 m/(s^2)	0.7431 N	ice hockey	Technology and Information Management	852	773	544	482 m^2	0.4515 m/s	0.2301	0.1794	-25	0.6199	430	hamster
5	83 m/(s^2)	0.4176 N	football	Computational Media, Robotics Engineering	112	338	310	647 m^2	0.7866 m/s	0.4212	0.1107	1198	0.5545	297	FERRET
1	410 m/(s^2)	0.5164 N	running	Computer Game Design	-37	195	242	1061 m^2	0.3036 m/s	0.6194	0.7914	730	0.4814	196	rabbit
2	845 m/(s^2)	-0.0244 N	soccer	biotechnology	683	713	1196	65 m^2	0.0459 m/s	0.2657	0.6355	334	0.0766	993	cat
2	731 m/(s^2)	0.05 N	soccer	Games and Playable Media, Human Computer Interaction	N/A	472	936	337 m^2	0.2023 m/s	0.3755	0.6025	194	0.0883	921	reptile
5	-66 m/(s^2)	0.5302 N	boxing	Robotics Engineering, Computational Media	76	-1	550	447 m^2	0.6917 m/s	0.5534	0.2021	1035	0.6288	494	ferret
1	378 m/(s^2)	0.1136 N	volleyball	Bioinformatics	76	296	164	1053 m^2	0.3181 m/s	0.6337	0.8615	770	0.5039	81	fish
0	541 m/(s^2)	0.63 N	NULL	Bioengineering	510	997	960	-74 m^2	0.8788 m/s	0.6555	0.7681	58	0.2743	-236	rabbit
0	79 m/(s^2)	0.6954 N	motor sports	Statistics	539	991	652	-71 m^2	0.8829 m/s	0.8803	0.7728	81	0.2558	117	rabbit
4	821 m/(s^2)	0.9403 N	ice hockey	Technology and Information Management	995	860	690	442 m^2	0.3572 m/s	0.26	-0.0285	146	0.9087	256	guinea pig
5	None	0.6773 N	running	Computer Science, Computational Media	238	-173	228	467 m^2	0.5795 m/s	0.334	-0.1469	956	0.4231	309	pig
2	908 m/(s^2)	0.2545 N	soccer	Games and Playable Media, Human Computer Interaction	455	563	990	318 m^2	0.0671 m/s	0.2605	0.7555	601	-0.2009	886	cat
6	77 m/(s^2)	0.592 N	golf	Data Science	868	620	399	1025 m^2	0.0335 m/s	0.1097	0.4605	28	1.0643	800	fish
5	5 m/(s^2)	0.6688 N	basketball	Robotics Engineering	13	-14	242	632 m^2	0.6968 m/s	0.5033	0.0529	1077	0.4955	179	pig
0	502 m/(s^2)	0.8293 N	boxing	Bioengineering	267	1105	888	63 m^2	0.933 m/s	1.1802	0.533	-51	0.2509	45	rabbit
5	161 m/(s^2)	0.5652 N	football	Robotics Engineering	154	144	221	464 m^2	0.8275 m/s	0.4964	-0.2345	1054	0.8402	106	ferret
6	288 m/(s^2)	0.6474 N	golf	Data Science	797	472	310	818 m^2	0.1261 m/s	0.1288	0.6103	350	1.3106	418	guinea pig
1	402 m/(s^2)	0.1821 N	running	Bioinformatics	200	12	359	858 m^2	0.366 m/s	0.8514	0.5743	363	0.5486	160	bird
